167709;XY-OZH;FNC;6520;19-12-2011;18 days 20:52:00;Safety
166304;XY-OZH;;5543;09-02-2020;1 day;Maintenance
1213017;XY-OZH;;3461;05-06-2020;15:34:00;Maintenance
1225011;XY-OZH;;3435;06-09-2017;1 day;Maintenance
1225047;XY-OZH;;7420;24-12-2014;17:20:00;Maintenance
1211060;XY-OZH;ORY;2932;23-01-2014;20:12:00;Maintenance
1212059;XY-OZH;;7270;28-09-2022;1 day;Maintenance
1212071;XY-OZH;;8397;27-11-2022;04:33:00;Maintenance
1213063;XY-OZH;;6220;19-04-2014;1 day;Maintenance
166410;XY-OZH;;3210;02-08-2023;14:15:00;Maintenance
1212062;XY-OZH;;3231;07-07-2019;1 day;Maintenance
1213067;XY-OZH;AGP;2134;07-10-2018;1 day;Maintenance
1214026;XY-OZH;JER;7740;16-12-2022;1 day;Maintenance
1224052;XY-OZH;;2842;20-04-2017;1 day;Maintenance
1224053;XY-OZH;;2752;08-01-2018;09:32:00;Maintenance
1212055;XY-OZH;;4500;24-09-2016;1 day;Maintenance
1212060;XY-OZH;;2750;29-12-2014;1 day;Maintenance
1224056;XY-OZH;;2300;24-02-2020;1 day;Maintenance
1205014;XY-OZH;SPU;3440;16-12-2017;00:28:11.503409;Delay
165506;XY-OZH;ALC;2997;22-02-2019;10:48:18.897336;AircraftOnGround
1206039;XY-OZH;SCQ;6300;18-09-2019;10:48:18.897336;AircraftOnGround
1206058;XY-OZH;HAM;2134;04-07-2015;10:48:18.897336;AircraftOnGround
165902;XY-OZH;NCE;2612;02-05-2014;78 days 02:32:00;Safety
1209011;XY-OZH;TIA;7412;16-02-2022;19 days 22:38:00;Safety
1208040;XY-OZH;BGO;8100;30-06-2022;10:48:18.897336;AircraftOnGround
1213058;XY-OZH;DME;3234;25-12-2016;19 days 03:12:00;Revision
1213035;XY-OZH;GLA;5200;06-12-2018;00:28:11.503409;Delay
1214019;XY-OZH;OSL;3397;26-03-2022;22 days 06:53:00;Revision
1213061;XY-OZH;PRG;2520;22-05-2020;10:48:18.897336;AircraftOnGround
166405;XY-OZH;LEI;5513;02-01-2016;10:48:18.897336;AircraftOnGround
1215018;XY-OZH;SKG;2450;08-08-2017;38 days 07:55:00;Safety
1215071;XY-OZH;CGN;5552;27-09-2015;24 days 18:14:00;Revision
166607;XY-OZH;TKU;2622;05-02-2014;17 days 22:52:00;Revision
1215024;XY-OZH;VIE;2822;22-07-2015;10:48:18.897336;AircraftOnGround
1217024;XY-OZH;DBV;5342;13-03-2016;10:48:18.897336;AircraftOnGround
1220013;XY-OZH;FSC;3201;30-12-2016;10:48:18.897336;AircraftOnGround
1220071;XY-OZH;TZX;2163;27-03-2015;1 day 23:42:00;Safety
167102;XY-OZH;SVX;2200;23-07-2015;11 days 21:18:00;Revision
1220055;XY-OZH;TLS;6321;20-02-2014;10:48:18.897336;AircraftOnGround
1222014;XY-OZH;BTS;5415;20-01-2020;67 days 02:23:00;Safety
1222019;XY-OZH;BIA;6197;26-12-2014;46 days 19:06:00;Safety
1222032;XY-OZH;LUX;6297;19-05-2018;10:48:18.897336;AircraftOnGround
1222043;XY-OZH;SVX;5410;24-08-2019;10:48:18.897336;AircraftOnGround
1223047;XY-OZH;BGO;2121;02-03-2014;00:28:11.503409;Delay
1223065;XY-OZH;SVQ;2912;02-06-2022;1 day 16:34:00;Revision
1224014;XY-OZH;DME;2741;13-04-2019;2 days 14:45:00;Safety
1223021;XY-OZH;BHD;3252;11-06-2017;10:48:18.897336;AircraftOnGround
1224038;XY-OZH;GYD;7313;03-11-2018;10:48:18.897336;AircraftOnGround
167505;XY-OZH;LWO;3411;22-09-2022;10:48:18.897336;AircraftOnGround
1226045;XY-OZH;KIR;5554;31-07-2015;10:48:18.897336;AircraftOnGround
1226046;XY-OZH;STN;5514;25-05-2020;10:48:18.897336;AircraftOnGround
1226071;XY-OZH;MAD;2613;13-06-2020;10:48:18.897336;AircraftOnGround
1216070;XY-OZH;ZAZ;5500;30-03-2017;45 days 03:18:00;Safety
1226069;XY-OZH;BRI;5530;18-02-2015;19 days 01:32:00;Safety
1225029;XY-OZH;HHN;3435;29-10-2014;09:39:00;Maintenance
1205017;XY-OZH;BRU;3520;28-02-2020;10:48:18.897336;AircraftOnGround
1206049;XY-OZH;MST;6321;19-04-2022;10:48:18.897336;AircraftOnGround
1206068;XY-OZH;BFS;2610;18-06-2019;10:48:18.897336;AircraftOnGround
1207068;XY-OZH;KGS;4930;15-10-2014;10:48:18.897336;AircraftOnGround
1209013;XY-OZH;BFS;3700;01-11-2018;12 days 01:27:00;Safety
1213054;XY-OZH;FRA;3440;27-03-2021;66 days 21:23:00;Safety
166409;XY-OZH;CIA;3441;19-03-2019;10:48:18.897336;AircraftOnGround
1214014;XY-OZH;FAE;7400;27-05-2019;10:48:18.897336;AircraftOnGround
1214067;XY-OZH;RHO;5250;29-01-2016;00:28:11.503409;Delay
166510;XY-OZH;LJU;5523;27-01-2020;18 days 10:24:00;Revision
1214041;XY-OZH;ALC;7532;03-07-2022;10:48:18.897336;AircraftOnGround
1215035;XY-OZH;AAL;2916;22-01-2021;10:48:18.897336;AircraftOnGround
1215067;XY-OZH;ZRH;5342;31-12-2020;10:48:18.897336;AircraftOnGround
166603;XY-OZH;BVA;3413;25-02-2014;10:48:18.897336;AircraftOnGround
1216035;XY-OZH;IEV;7412;17-04-2014;10:48:18.897336;AircraftOnGround
1216041;XY-OZH;GYD;2440;01-02-2019;10:48:18.897336;AircraftOnGround
1220059;XY-OZH;BSL;3020;05-09-2017;10:48:18.897336;AircraftOnGround
1222017;XY-OZH;TSR;3221;30-07-2021;46 days 01:25:00;Safety
167402;XY-OZH;SPU;2215;28-04-2021;22 days 06:07:00;Safety
1223045;XY-OZH;AGP;5397;06-12-2016;10:48:18.897336;AircraftOnGround
1224030;XY-OZH;TFS;2572;14-02-2018;10:48:18.897336;AircraftOnGround
1224064;XY-OZH;MAD;6120;12-05-2020;10:48:18.897336;AircraftOnGround
1224068;XY-OZH;HAJ;5510;11-04-2022;10:48:18.897336;AircraftOnGround
167710;XY-OZH;MPL;2564;20-07-2018;10:48:18.897336;AircraftOnGround
1211053;XY-OZH;MAH;3245;28-12-2021;00:28:11.503409;Delay
1216059;XY-OZH;DRS;3010;23-01-2016;51 days 14:41:00;Safety
167704;XY-OZH;LCY;2421;05-11-2014;26 days 03:49:00;Revision
1210068;XY-OZH;OLB;4970;17-09-2018;81 days 08:27:00;Safety
1211018;XY-OZH;LPL;7413;03-07-2021;3 days 05:27:00;Revision
1211019;XY-OZH;VRN;2742;25-01-2015;88 days 02:04:00;Safety
1212064;XY-OZH;FUE;3060;09-09-2022;8 days 22:46:00;Safety
1212026;XY-OZH;BLL;5700;12-04-2020;10:48:18.897336;AircraftOnGround
1225067;XY-OZH;ZAD;3233;20-09-2020;13 days 21:46:00;Revision
1226011;XY-OZH;TSE;5610;15-08-2015;10:48:18.897336;AircraftOnGround
1204067;XY-OZH;MRS;5302;15-04-2018;00:28:11.503409;Delay
1204069;XY-OZH;PRN;2571;24-05-2023;59 days 00:33:00;Safety
165510;XY-OZH;LYS;2720;02-10-2015;7 days 04:19:00;Revision
165807;XY-OZH;TRF;8500;06-12-2017;00:28:11.503409;Delay
165907;XY-OZH;STR;5400;20-03-2023;19 days 03:43:00;Revision
165910;XY-OZH;CHQ;3710;28-10-2019;25 days 19:02:00;Revision
1209015;XY-OZH;ZAD;2701;22-09-2016;10:48:18.897336;AircraftOnGround
1213046;XY-OZH;DSA;5414;03-09-2016;00:28:11.503409;Delay
166406;XY-OZH;AAL;5314;27-09-2020;24 days 19:47:00;Revision
1214018;XY-OZH;TBS;2821;04-11-2021;60 days 01:25:00;Safety
1213034;XY-OZH;LCA;6130;28-05-2023;10:48:18.897336;AircraftOnGround
1213039;XY-OZH;PMI;3050;01-10-2018;10:48:18.897336;AircraftOnGround
1215013;XY-OZH;PFO;2697;18-12-2018;37 days 19:26:00;Safety
1215019;XY-OZH;BRI;7500;27-01-2022;2 days 15:06:00;Safety
1216012;XY-OZH;BGY;2212;06-09-2014;00:28:11.503409;Delay
166705;XY-OZH;OPO;7250;14-09-2016;13 days 02:01:00;Revision
1217014;XY-OZH;NRN;5520;03-05-2021;68 days 23:41:00;Safety
167005;XY-OZH;BIO;2130;08-06-2014;10:48:18.897336;AircraftOnGround
167106;XY-OZH;AGP;3412;05-10-2018;11 days 21:16:00;Revision
1220022;XY-OZH;TSF;1420;02-11-2018;10:48:18.897336;AircraftOnGround
1220044;XY-OZH;SPC;5600;22-02-2019;10:48:18.897336;AircraftOnGround
1220052;XY-OZH;LEI;5341;13-11-2022;10:48:18.897336;AircraftOnGround
1222012;XY-OZH;BLQ;2460;29-11-2022;73 days 11:32:00;Safety
1222015;XY-OZH;IAS;6730;25-10-2023;31 days 06:07:00;Revision
1222022;XY-OZH;LPL;2420;26-04-2022;10:48:18.897336;AircraftOnGround
1222033;XY-OZH;LEJ;2810;27-02-2022;10:48:18.897336;AircraftOnGround
1223056;XY-OZH;TSF;5248;13-04-2015;00:28:11.503409;Delay
1224017;XY-OZH;FDH;5710;02-06-2020;6 days 14:43:00;Safety
1223064;XY-OZH;TGD;3297;06-02-2014;10:48:18.897336;AircraftOnGround
1224032;XY-OZH;IBZ;3270;29-07-2014;10:48:18.897336;AircraftOnGround
1227011;XY-OZH;NAP;5412;16-03-2018;10 days 05:20:00;Revision
167706;XY-OZH;CIY;5755;05-09-2020;10:48:18.897336;AircraftOnGround
166203;XY-OZH;CWL;1420;08-09-2022;13 days 10:19:00;Revision
1211056;XY-OZH;PMO;7603;08-10-2020;10:48:18.897336;AircraftOnGround
1212014;XY-OZH;BGO;3150;10-05-2023;10:48:18.897336;AircraftOnGround
1216067;XY-OZH;VIE;5600;21-06-2014;6 days 09:43:00;Revision
166805;XY-OZH;BJV;7714;12-05-2022;31 days 12:30:00;Revision
166808;XY-OZH;BOJ;5341;10-01-2014;20 days 04:24:00;Revision
1217059;XY-OZH;GRQ;6100;16-08-2023;00:28:11.503409;Delay
1217021;XY-OZH;HAU;3221;12-04-2018;10:48:18.897336;AircraftOnGround
1206056;XY-OZH;BHX;7520;09-05-2019;1 day 18:43:00;Revision
165705;XY-OZH;TBS;6120;27-07-2018;10 days 11:09:00;Revision
1206030;XY-OZH;STN;3243;24-01-2022;10:48:18.897336;AircraftOnGround
1210065;XY-OZH;BUD;7700;29-06-2022;10:48:18.897336;AircraftOnGround
1210069;XY-OZH;OVB;3421;19-01-2020;10:48:18.897336;AircraftOnGround
1212034;XY-OZH;SUF;3420;28-03-2022;10:48:18.897336;AircraftOnGround
1225022;XY-OZH;TKU;2497;29-04-2020;10:48:18.897336;AircraftOnGround
1205015;XY-OZH;SZG;3244;01-06-2014;16 days 04:02:00;Safety
1204070;XY-OZH;SDR;7820;01-12-2019;10:48:18.897336;AircraftOnGround
1205013;XY-OZH;ALA;5541;19-08-2014;10:48:18.897336;AircraftOnGround
1207043;XY-OZH;SUF;5743;24-05-2022;10:48:18.897336;AircraftOnGround
1208024;XY-OZH;MUC;3400;18-07-2021;10:48:18.897336;AircraftOnGround
1213037;XY-OZH;GVA;2170;22-08-2022;00:28:11.503409;Delay
1213062;XY-OZH;NOC;2150;24-09-2020;63 days 23:33:00;Safety
1213065;XY-OZH;ZAZ;5242;20-06-2021;33 days 05:01:00;Safety
1213068;XY-OZH;BFS;3600;01-09-2018;83 days 21:11:00;Safety
1213048;XY-OZH;LJU;5530;14-01-2015;10:48:18.897336;AircraftOnGround
1213056;XY-OZH;VIE;2927;21-03-2015;10:48:18.897336;AircraftOnGround
166408;XY-OZH;ANR;2134;26-11-2022;10:48:18.897336;AircraftOnGround
1214068;XY-OZH;BIA;5246;15-01-2019;00:28:11.503409;Delay
166506;XY-OZH;LCA;5248;14-11-2017;15 days 18:23:00;Safety
1214034;XY-OZH;PMI;5301;23-04-2018;10:48:18.897336;AircraftOnGround
1214064;XY-OZH;IST;2620;09-07-2019;10:48:18.897336;AircraftOnGround
1215066;XY-OZH;BCN;1897;03-09-2018;00:28:11.503409;Delay
166604;XY-OZH;MRS;7323;01-01-2021;13 days 12:30:00;Revision
166602;XY-OZH;CAG;2920;19-03-2019;00:28:11.503409;Delay
166708;XY-OZH;TIV;2551;28-04-2019;2 days 00:14:00;Safety
1216022;XY-OZH;KGS;8540;12-07-2018;10:48:18.897336;AircraftOnGround
1217019;XY-OZH;BIA;2140;25-12-2023;2 days 03:19:00;Revision
1216052;XY-OZH;HHN;3130;02-04-2015;10:48:18.897336;AircraftOnGround
1216063;XY-OZH;HHN;5350;23-03-2020;10:48:18.897336;AircraftOnGround
1219063;XY-OZH;DRS;5532;28-05-2018;10:48:18.897336;AircraftOnGround
167107;XY-OZH;BLQ;2551;25-05-2015;5 days 23:25:00;Revision
1221017;XY-OZH;VAR;3520;23-04-2023;14 days 16:23:00;Revision
1221049;XY-OZH;NTE;5270;28-11-2021;10:48:18.897336;AircraftOnGround
1222034;XY-OZH;AES;7600;19-02-2021;10:48:18.897336;AircraftOnGround
1224019;XY-OZH;BHD;5754;12-12-2020;16 days 03:15:00;Revision
1223041;XY-OZH;OUL;5280;05-12-2021;10:48:18.897336;AircraftOnGround
1224031;XY-OZH;VAA;3310;11-05-2016;10:48:18.897336;AircraftOnGround
1226048;XY-OZH;GLA;3441;24-12-2018;10:48:18.897336;AircraftOnGround
166202;XY-OZH;SPU;3213;03-06-2016;37 days 10:31:00;Safety
1212013;XY-OZH;SVG;5248;16-01-2018;31 days 03:35:00;Safety
1211024;XY-OZH;PMI;2120;17-05-2018;10:48:18.897336;AircraftOnGround
1211061;XY-OZH;VKO;5740;21-02-2020;10:48:18.897336;AircraftOnGround
1218013;XY-OZH;INI;2925;26-01-2017;11 days 01:46:00;Revision
1206069;XY-OZH;ALC;2170;19-10-2022;13:14:00;Revision
1207013;XY-OZH;TZL;3457;25-02-2019;57 days 02:11:00;Safety
1206063;XY-OZH;LEI;5220;28-05-2020;00:28:11.503409;Delay
1211013;XY-OZH;VAR;2622;16-09-2015;3 days 12:16:00;Safety
1210036;XY-OZH;HHN;5524;18-02-2016;10:48:18.897336;AircraftOnGround
1210049;XY-OZH;INN;3221;24-09-2017;10:48:18.897336;AircraftOnGround
1212061;XY-OZH;LEJ;8012;24-11-2021;10:48:18.897336;AircraftOnGround
167603;XY-OZH;HHN;5754;30-07-2021;51 days 10:16:00;Safety
167604;XY-OZH;IAS;5542;21-03-2015;42 days 11:21:00;Safety
1225033;XY-OZH;PRN;3424;16-09-2018;10:48:18.897336;AircraftOnGround
1204066;XY-OZH;GYD;8597;13-06-2016;10:48:18.897336;AircraftOnGround
165806;XY-OZH;ACE;6230;21-01-2015;10 days 04:40:00;Safety
1226015;XY-OZH;EMA;2621;27-10-2014;79 days 19:18:00;Safety
1225070;XY-OZH;MMX;3320;12-09-2014;10:48:18.897336;AircraftOnGround
1118069;XY-LQZ;TSE;7932;01-02-2010;00:28:11.503409;Delay
1123018;XY-OHF;FSC;2620;04-11-2011;00:28:11.503409;Delay
1123019;XY-NHZ;STR;3444;01-11-2011;00:28:11.503409;Delay
1129064;XY-FBA;ALA;5410;28-04-2010;00:28:11.503409;Delay
1129067;XY-LQZ;BLL;3234;17-07-2016;00:28:11.503409;Delay
159304;XY-NHZ;TLS;2212;30-07-2015;00:28:11.503409;Delay
159307;XY-YAZ;BEG;2800;19-10-2013;00:28:11.503409;Delay
1164068;XY-IWX;ESB;2311;08-11-2016;00:28:11.503409;Delay
161503;XY-NMY;TLL;7933;14-01-2013;00:28:11.503409;Delay
161505;XY-FBA;CLJ;4970;23-04-2014;00:28:11.503409;Delay
161507;XY-NHZ;DEB;3400;05-11-2012;00:28:11.503409;Delay
161508;XY-FBA;ORY;1430;21-06-2010;00:28:11.503409;Delay
1194018;XY-IWX;LIS;6397;08-03-2010;00:28:11.503409;Delay
1194019;XY-OFW;EVN;5280;19-04-2010;00:28:11.503409;Delay
1199063;XY-OHF;NCL;2564;08-04-2015;00:28:11.503409;Delay
1199068;XY-PZC;TZX;8011;28-08-2015;00:28:11.503409;Delay
165004;XY-YAZ;AAR;2770;23-09-2013;00:28:11.503409;Delay
165007;XY-OZH;FMM;5346;26-11-2010;00:28:11.503409;Delay
165008;XY-LQZ;VAR;5344;12-07-2015;00:28:11.503409;Delay
1200011;XY-PZC;LUX;2530;17-12-2010;00:28:11.503409;Delay
1200017;XY-LQZ;INN;5342;12-10-2010;00:28:11.503409;Delay
1201059;XY-LQZ;BTS;5220;28-05-2013;00:28:11.503409;Delay
165603;XY-OZH;PFO;7600;25-12-2003;00:28:11.503409;Delay
165702;XY-OZH;BFS;2571;05-01-2006;00:28:11.503409;Delay
1205067;XY-OZH;FDH;7410;05-04-2002;00:28:11.503409;Delay
1225062;XY-OZH;SOF;7312;29-06-2004;00:28:11.503409;Delay
167610;XY-OZH;EXT;5512;20-02-2011;00:28:11.503409;Delay
1226018;XY-OZH;BOJ;3310;13-07-2000;00:28:11.503409;Delay
167606;XY-OZH;TRD;5420;15-02-2008;00:28:11.503409;Delay
1226013;XY-OZH;NYO;7220;28-08-2002;00:28:11.503409;Delay
1225061;XY-OZH;HHN;3414;09-10-2021;00:28:11.503409;Delay
1225069;XY-OZH;DUB;5620;15-07-2005;00:28:11.503409;Delay
167608;XY-OZH;FCO;8120;09-06-2018;00:28:11.503409;Delay
1225064;XY-OZH;EMA;7603;13-04-2018;00:28:11.503409;Delay
167607;XY-OZH;JER;6120;20-07-2015;00:28:11.503409;Delay
1082011;XY-ALV;TZX;2997;05-12-2010;00:28:11.503409;Delay
1083014;XY-OZH;MAN;7740;13-09-2016;00:28:11.503409;Delay
1083015;XY-JXR;NCE;7830;17-06-2015;00:28:11.503409;Delay
1083019;XY-CMJ;SVG;7540;13-02-2013;00:28:11.503409;Delay
153403;XY-NHZ;LED;2400;18-08-2010;00:28:11.503409;Delay
153406;XY-IWX;SNN;3446;03-04-2015;00:28:11.503409;Delay
1084015;XY-MBJ;DUB;7933;20-03-2010;00:28:11.503409;Delay
154206;XY-MBJ;SEN;2620;11-05-2015;00:28:11.503409;Delay
1092013;XY-NHZ;RMU;2782;12-07-2012;00:28:11.503409;Delay
1092014;XY-YAZ;ZAZ;5541;19-12-2016;00:28:11.503409;Delay
1092015;XY-ZMF;TOS;1497;27-01-2015;00:28:11.503409;Delay
1092017;XY-YTM;TSR;5248;04-07-2014;00:28:11.503409;Delay
1092019;XY-ZWJ;TLL;7731;14-09-2014;00:28:11.503409;Delay
1096011;XY-CMJ;TBS;7797;08-11-2014;00:28:11.503409;Delay
1096016;XY-OHF;PFO;5540;31-05-2010;00:28:11.503409;Delay
1098063;XY-OHF;BCN;4950;29-09-2012;00:28:11.503409;Delay
1129070;XY-OFW;GRZ;3060;19-02-2015;00:28:11.503409;Delay
158002;XY-NHZ;DLM;2300;15-04-2013;00:28:11.503409;Delay
158003;XY-OHF;KRS;8300;07-05-2012;00:28:11.503409;Delay
158004;XY-PZC;TOS;2330;16-03-2015;00:28:11.503409;Delay
158005;XY-MBJ;CAG;2211;15-07-2012;00:28:11.503409;Delay
158010;XY-YTM;AMS;3415;11-05-2016;00:28:11.503409;Delay
158410;XY-LYP;DUB;3600;11-06-2016;00:28:11.503409;Delay
1134013;XY-YTM;FNC;5100;01-02-2012;00:28:11.503409;Delay
1134017;XY-YAZ;BHX;3412;19-08-2015;00:28:11.503409;Delay
1134018;XY-LQZ;KLU;3443;19-07-2012;00:28:11.503409;Delay
1143019;XY-IWX;VRN;6310;03-10-2011;00:28:11.503409;Delay
1149014;XY-IWX;LYS;5345;08-10-2012;00:28:11.503409;Delay
1149017;XY-ALV;DLM;2424;31-12-2010;00:28:11.503409;Delay
1150052;XY-MBJ;OSL;3432;25-09-2013;00:28:11.503409;Delay
1150054;XY-OHF;SAW;3510;01-02-2010;00:28:11.503409;Delay
1150055;XY-OZH;MRS;3246;20-06-2010;00:28:11.503409;Delay
1150061;XY-NHZ;NAP;6100;21-09-2015;00:28:11.503409;Delay
1150065;XY-NMY;OVD;5620;02-08-2014;00:28:11.503409;Delay
1150070;XY-IWX;TFN;2211;06-06-2012;00:28:11.503409;Delay
160103;XY-OFW;KTW;5551;05-07-2012;00:28:11.503409;Delay
160108;XY-FBA;PEG;5500;21-01-2011;00:28:11.503409;Delay
160109;XY-FBA;VCE;3417;02-09-2010;00:28:11.503409;Delay
160110;XY-OFW;CTA;3397;19-06-2014;00:28:11.503409;Delay
1151013;XY-OHF;HEL;7931;09-03-2016;00:28:11.503409;Delay
1152012;XY-OFW;TFS;5100;03-05-2010;00:28:11.503409;Delay
1166069;XY-MBJ;HUY;6111;05-06-2011;00:28:11.503409;Delay
161702;XY-CMJ;RTM;2530;20-05-2015;00:28:11.503409;Delay
161706;XY-CMJ;FNC;3597;20-08-2015;00:28:11.503409;Delay
1167012;XY-ZMF;SPU;5597;19-02-2014;00:28:11.503409;Delay
1167016;XY-NHZ;OTP;5524;26-06-2014;00:28:11.503409;Delay
162003;XY-IWX;DUB;2597;10-12-2011;00:28:11.503409;Delay
162007;XY-MBJ;FUE;7910;21-02-2013;00:28:11.503409;Delay
1170012;XY-NHZ;TKU;3250;06-05-2011;00:28:11.503409;Delay
1170018;XY-LQZ;KLU;2782;02-11-2013;00:28:11.503409;Delay
1170065;XY-JXR;TGD;7797;16-07-2016;00:28:11.503409;Delay
1170069;XY-IWX;TLN;1497;11-06-2011;00:28:11.503409;Delay
162102;XY-CMJ;SOF;5100;02-12-2015;00:28:11.503409;Delay
162103;XY-ZDY;EGC;5553;08-05-2014;00:28:11.503409;Delay
162104;XY-FBA;IEV;2823;25-02-2012;00:28:11.503409;Delay
162105;XY-PZC;LPA;3300;02-05-2015;00:28:11.503409;Delay
162106;XY-YTM;STR;3310;13-11-2010;00:28:11.503409;Delay
162108;XY-FBA;ABZ;7711;14-12-2010;00:28:11.503409;Delay
162109;XY-FBA;VIE;3414;28-04-2011;00:28:11.503409;Delay
1171013;XY-OZH;EGC;7732;28-12-2011;00:28:11.503409;Delay
1171015;XY-OZH;GOT;7322;15-03-2011;00:28:11.503409;Delay
1171019;XY-ZDY;CRL;2211;13-05-2012;00:28:11.503409;Delay
162503;XY-ALV;VIE;2916;23-11-2010;00:28:11.503409;Delay
162506;XY-PZC;CTA;3597;22-08-2016;00:28:11.503409;Delay
1175017;XY-YTM;PSA;5552;05-05-2014;00:28:11.503409;Delay
1175019;XY-NMY;NYO;3423;26-01-2014;00:28:11.503409;Delay
1176012;XY-FBA;TRF;1400;23-09-2014;00:28:11.503409;Delay
1176017;XY-PZC;ATH;5322;07-02-2013;00:28:11.503409;Delay
1176018;XY-OFW;XRY;2561;05-12-2016;00:28:11.503409;Delay
1176054;XY-IWX;TIV;2564;30-01-2014;00:28:11.503409;Delay
1176062;XY-JXR;HAU;5340;10-12-2012;00:28:11.503409;Delay
1182014;XY-ZDY;LNZ;7310;19-02-2015;00:28:11.503409;Delay
1182018;XY-ZDY;GOT;8540;12-01-2016;00:28:11.503409;Delay
1182019;XY-IWX;GOA;5412;10-02-2013;00:28:11.503409;Delay
163407;XY-OFW;LYS;3245;14-11-2012;00:28:11.503409;Delay
163410;XY-LQZ;INI;5247;12-11-2016;00:28:11.503409;Delay
1184014;XY-ZWJ;PSR;3070;24-09-2015;00:28:11.503409;Delay
1184019;XY-IOO;IBZ;3233;21-12-2010;00:28:11.503409;Delay
1190012;XY-OZH;IST;6297;19-09-2012;00:28:11.503409;Delay
1190013;XY-ALV;SXF;2710;29-05-2014;00:28:11.503409;Delay
1190014;XY-IWX;BOJ;6797;27-08-2015;00:28:11.503409;Delay
153107;XY-YAZ;AYT;2842;07-05-2013;10:48:18.897336;AircraftOnGround
153108;XY-NHZ;PIK;2431;27-04-2015;10:48:18.897336;AircraftOnGround
153110;XY-FBA;HAJ;5247;04-02-2016;10:48:18.897336;AircraftOnGround
1081012;XY-YAZ;SPU;5530;22-01-2010;10:48:18.897336;AircraftOnGround
1081013;XY-ZDY;MMX;3244;14-07-2011;10:48:18.897336;AircraftOnGround
1081017;XY-CMJ;VIE;5513;01-09-2013;10:48:18.897336;AircraftOnGround
1081071;XY-IOO;ADB;2121;02-06-2015;10:48:18.897336;AircraftOnGround
153202;XY-OFW;SPU;3260;16-10-2011;10:48:18.897336;AircraftOnGround
153204;XY-YTM;BGY;5270;23-03-2010;10:48:18.897336;AircraftOnGround
153210;XY-OFW;TRN;8000;17-09-2012;10:48:18.897336;AircraftOnGround
1082013;XY-NMY;OVB;2843;16-02-2011;10:48:18.897336;AircraftOnGround
1082014;XY-LYP;TZX;5200;13-07-2016;10:48:18.897336;AircraftOnGround
1082015;XY-ALV;SKP;2420;09-09-2014;10:48:18.897336;AircraftOnGround
1082056;XY-MBJ;MUC;3420;02-04-2012;10:48:18.897336;AircraftOnGround
1114015;XY-YTM;PRN;6322;03-04-2012;10:48:18.897336;AircraftOnGround
1114017;XY-LYP;DEB;5210;27-07-2010;10:48:18.897336;AircraftOnGround
1114018;XY-OZH;BCN;5245;31-07-2016;10:48:18.897336;AircraftOnGround
