41775;XY-OHF;29-10-2013;PIREP;818;25-10-2013;true;A;advanced condition failed
895049;XY-ZWJ;05-01-2016;MAREP;4210;01-01-2016;true;A;advanced condition failed
895051;XY-ZWJ;05-01-2016;MAREP;8779;01-01-2016;true;A;advanced condition failed
864090;XY-OZH;01-02-2016;MAREP;5755;01-01-2016;true;C;advanced condition failed
868097;XY-MBJ;03-11-2013;MAREP;1581;23-10-2013;true;B;advanced condition failed
715049;XY-MBJ;07-09-2015;PIREP;5617;03-09-2015;true;A;advanced condition failed
870046;XY-OZH;25-09-2012;MAREP;507;25-08-2012;true;C;advanced condition failed
2220107;XY-MBJ;22-03-2015;PIREP;6045;11-03-2015;true;B;advanced condition failed
878096;XY-OHF;05-07-2014;MAREP;3835;24-06-2014;true;B;advanced condition failed
941044;XY-IOO;03-12-2016;PIREP;4770;22-11-2016;true;B;advanced condition failed
881044;XY-FBA;12-08-2010;MAREP;4224;01-08-2010;true;B;advanced condition failed
2270103;XY-NMY;06-12-2016;PIREP;5473;25-11-2016;true;B;advanced condition failed
669036;XY-OZH;18-04-2011;PIREP;5947;07-04-2011;true;B;advanced condition failed
897065;XY-ZWJ;20-03-2015;MAREP;1081;16-03-2015;true;A;advanced condition failed
705061;XY-OFW;07-03-2015;PIREP;283;03-03-2015;true;A;advanced condition failed
679031;XY-MBJ;01-12-2016;PIREP;3046;20-11-2016;true;B;advanced condition failed
670074;XY-MBJ;08-09-2010;PIREP;286;28-08-2010;true;B;advanced condition failed
897094;XY-ZWJ;06-03-2015;MAREP;1429;02-03-2015;true;A;advanced condition failed
898021;XY-NMY;07-09-2015;MAREP;5219;03-09-2015;true;A;advanced condition failed
704062;XY-MBJ;11-03-2015;PIREP;5385;07-03-2015;true;A;advanced condition failed
26143;XY-NMY;25-03-2015;MAREP;2446;14-03-2015;true;B;advanced condition failed
769069;XY-ZWJ;23-03-2015;MAREP;2646;12-03-2015;true;B;advanced condition failed
1002059;XY-MBJ;22-07-2016;PIREP;6143;18-07-2016;true;A;advanced condition failed
1002044;XY-ZDY;06-03-2015;PIREP;6387;02-03-2015;true;A;advanced condition failed
1002051;XY-IWX;11-03-2015;PIREP;6055;07-03-2015;true;A;advanced condition failed
4580102;XY-ZWJ;20-03-2015;PIREP;1213;09-03-2015;true;B;advanced condition failed
698024;XY-IWX;14-03-2015;PIREP;8407;10-03-2015;true;A;advanced condition failed
698062;XY-YTM;03-03-2015;PIREP;2805;27-02-2015;true;A;advanced condition failed
799057;XY-NMY;11-08-2016;MAREP;1483;31-07-2016;true;B;advanced condition failed
799059;XY-MBJ;03-02-2016;MAREP;738;03-01-2016;true;C;advanced condition failed
708090;XY-IWX;11-11-2015;PIREP;2633;07-11-2015;true;A;advanced condition failed
709026;XY-NMY;16-03-2015;PIREP;4525;12-03-2015;true;A;advanced condition failed
701053;XY-ZWJ;08-01-2016;PIREP;4837;04-01-2016;true;A;advanced condition failed
709022;XY-IWX;08-03-2015;PIREP;9939;04-03-2015;true;A;advanced condition failed
135708;XY-ZWJ;21-03-2015;MAREP;7708;17-03-2015;true;A;advanced condition failed
705097;XY-OFW;02-01-2016;PIREP;5594;29-12-2015;true;A;advanced condition failed
23854;XY-OFW;09-03-2015;PIREP;8584;05-03-2015;true;A;advanced condition failed
136305;XY-OHF;03-01-2016;MAREP;4572;30-12-2015;true;A;advanced condition failed
913019;XY-FBA;05-08-2016;MAREP;6513;01-08-2016;true;A;advanced condition failed
18212;XY-ZWJ;30-11-2016;MAREP;7741;19-11-2016;true;B;advanced condition failed
905039;XY-IWX;30-05-2016;MAREP;7125;26-05-2016;true;A;advanced condition failed
21397;XY-OFW;30-07-2016;MAREP;8854;26-07-2016;true;A;advanced condition failed
33356;XY-MBJ;31-07-2016;PIREP;5074;27-07-2016;true;A;advanced condition failed
33851;XY-MBJ;10-03-2015;PIREP;367;06-03-2015;true;A;advanced condition failed
768037;XY-ZWJ;14-01-2016;MAREP;4349;03-01-2016;true;B;advanced condition failed
1005039;XY-ZDY;18-03-2015;PIREP;1210;14-03-2015;true;A;advanced condition failed
1006039;XY-MBJ;06-03-2015;PIREP;5886;02-03-2015;true;A;advanced condition failed
914015;XY-FBA;03-01-2016;MAREP;4039;30-12-2015;true;A;advanced condition failed
817016;XY-ZWJ;18-03-2015;MAREP;4945;07-03-2015;true;B;advanced condition failed
699084;XY-ZWJ;02-01-2016;PIREP;9938;29-12-2015;true;A;advanced condition failed
115007;XY-ZWJ;06-01-2016;PIREP;1207;02-01-2016;true;A;advanced condition failed
25011;XY-NMY;11-03-2015;PIREP;6192;28-02-2015;true;B;advanced condition failed
897049;XY-ZWJ;02-01-2016;MAREP;5120;29-12-2015;true;A;advanced condition failed
696017;XY-YAZ;13-03-2015;PIREP;9180;09-03-2015;true;A;advanced condition failed
1001073;XY-YTM;14-03-2015;PIREP;4856;10-03-2015;true;A;advanced condition failed
1001074;XY-YTM;13-03-2015;PIREP;4046;09-03-2015;true;A;advanced condition failed
728081;XY-IOO;05-01-2016;MAREP;7026;01-01-2016;true;A;advanced condition failed
674040;XY-OZH;16-12-2011;PIREP;3698;15-11-2011;true;C;advanced condition failed
880012;XY-FBA;23-10-2011;MAREP;7234;12-10-2011;true;B;advanced condition failed
863071;XY-MBJ;29-01-2016;MAREP;1101;29-12-2015;true;C;advanced condition failed
36516;XY-IWX;19-03-2015;MAREP;9032;15-03-2015;true;A;advanced condition failed
1003057;XY-ZWJ;26-11-2016;PIREP;3292;22-11-2016;true;A;advanced condition failed
40301;XY-OHF;19-06-2015;MAREP;6255;15-06-2015;true;A;advanced condition failed
44351;XY-FBA;27-10-2011;MAREP;893;16-10-2011;true;B;advanced condition failed
1004046;XY-ZDY;03-08-2016;PIREP;3698;30-07-2016;true;A;advanced condition failed
1004071;XY-NMY;01-06-2016;PIREP;6689;28-05-2016;true;A;advanced condition failed
1004081;XY-ZDY;16-06-2015;PIREP;2511;12-06-2015;true;A;advanced condition failed
1006019;XY-ZDY;02-01-2016;PIREP;5612;29-12-2015;true;A;advanced condition failed
1006033;XY-ZDY;07-01-2016;PIREP;342;03-01-2016;true;A;advanced condition failed
1005096;XY-NMY;12-03-2015;PIREP;1247;08-03-2015;true;A;advanced condition failed
1006023;XY-ZDY;24-11-2016;PIREP;4469;20-11-2016;true;A;advanced condition failed
1006029;XY-MBJ;10-03-2015;PIREP;6950;06-03-2015;true;A;advanced condition failed
1007014;XY-NMY;05-03-2015;PIREP;5638;01-03-2015;true;A;advanced condition failed
145705;XY-IWX;07-01-2016;PIREP;7297;03-01-2016;true;A;advanced condition failed
583029;XY-NMY;26-08-2016;PIREP;9135;26-07-2016;true;C;advanced condition failed
32289;XY-MBJ;10-03-2015;PIREP;9769;06-03-2015;true;A;advanced condition failed
54099;XY-IOO;24-03-2015;PIREP;1909;13-03-2015;true;B;advanced condition failed
12152;XY-ZWJ;14-03-2015;MAREP;6643;10-03-2015;true;A;advanced condition failed
910014;XY-MBJ;02-12-2014;MAREP;6882;28-11-2014;true;A;advanced condition failed
688054;XY-FBA;15-01-2016;PIREP;6686;04-01-2016;true;B;advanced condition failed
17448;XY-ZDY;04-03-2015;MAREP;3356;28-02-2015;true;A;advanced condition failed
16941;XY-ZDY;20-03-2015;MAREP;6794;16-03-2015;true;A;advanced condition failed
920053;XY-ZWJ;01-09-2016;MAREP;341;01-08-2016;true;C;advanced condition failed
637058;XY-ZDY;10-03-2015;PIREP;1441;27-02-2015;true;B;advanced condition failed
640068;XY-IWX;10-01-2016;PIREP;781;30-12-2015;true;B;advanced condition failed
579076;XY-YTM;11-01-2016;PIREP;3050;31-12-2015;true;B;advanced condition failed
33154;XY-MBJ;19-03-2015;PIREP;4064;08-03-2015;true;B;advanced condition failed
2580110;XY-MBJ;22-03-2015;PIREP;6961;11-03-2015;true;B;advanced condition failed
648052;XY-MBJ;25-03-2015;PIREP;4311;14-03-2015;true;B;advanced condition failed
649040;XY-MBJ;26-03-2015;PIREP;2671;15-03-2015;true;B;advanced condition failed
31997;XY-MBJ;13-03-2015;MAREP;1141;09-03-2015;true;A;advanced condition failed
656078;XY-NMY;25-06-2015;PIREP;2745;14-06-2015;true;B;advanced condition failed
890064;XY-IWX;02-08-2016;MAREP;8704;29-07-2016;true;A;advanced condition failed
711061;XY-IWX;02-01-2016;PIREP;7498;29-12-2015;true;A;advanced condition failed
711082;XY-NMY;23-11-2016;PIREP;752;19-11-2016;true;A;advanced condition failed
712025;XY-MBJ;19-03-2015;PIREP;6713;15-03-2015;true;A;advanced condition failed
711088;XY-IWX;11-03-2015;PIREP;1420;07-03-2015;true;A;advanced condition failed
711090;XY-OFW;02-03-2015;PIREP;148;26-02-2015;true;A;advanced condition failed
716046;XY-OHF;29-04-2014;PIREP;5964;25-04-2014;true;A;advanced condition failed
717031;XY-ALV;12-01-2016;PIREP;3300;01-01-2016;true;B;advanced condition failed
116704;XY-NMY;24-06-2015;PIREP;2835;13-06-2015;true;B;advanced condition failed
718080;XY-NMY;09-03-2015;PIREP;397;26-02-2015;true;B;advanced condition failed
925080;XY-ZWJ;19-03-2015;PIREP;737;08-03-2015;true;B;advanced condition failed
138709;XY-NMY;14-03-2015;PIREP;305;03-03-2015;true;B;advanced condition failed
727054;XY-ZWJ;01-08-2016;MAREP;5512;28-07-2016;true;A;advanced condition failed
727060;XY-YTM;17-03-2015;MAREP;4123;13-03-2015;true;A;advanced condition failed
841029;XY-MBJ;16-03-2015;MAREP;9971;05-03-2015;true;B;advanced condition failed
46635;XY-MBJ;18-01-2015;PIREP;8735;07-01-2015;true;B;advanced condition failed
892072;XY-NMY;12-03-2015;MAREP;9125;08-03-2015;true;A;advanced condition failed
894011;XY-NMY;08-03-2015;MAREP;2049;04-03-2015;true;A;advanced condition failed
119402;XY-YAZ;10-03-2015;MAREP;1434;27-02-2015;true;B;advanced condition failed
714030;XY-OZH;02-01-2016;PIREP;6920;29-12-2015;true;A;advanced condition failed
758080;XY-NMY;12-03-2015;MAREP;3814;01-03-2015;true;B;advanced condition failed
678070;XY-MBJ;28-06-2015;PIREP;8492;17-06-2015;true;B;advanced condition failed
791060;XY-ZWJ;24-12-2016;MAREP;323;23-11-2016;true;C;advanced condition failed
822023;XY-MBJ;13-03-2015;MAREP;4614;02-03-2015;true;B;advanced condition failed
32533;XY-MBJ;06-03-2015;PIREP;1808;02-03-2015;true;A;advanced condition failed
1398;XY-YTM;01-08-2016;PIREP;2480;28-07-2016;true;A;advanced condition failed
1380;XY-YTM;06-03-2015;PIREP;3972;02-03-2015;true;A;advanced condition failed
129908;XY-NMY;24-12-2016;MAREP;5052;23-11-2016;true;C;advanced condition failed
886090;XY-OHF;25-12-2016;MAREP;9874;24-11-2016;true;C;advanced condition failed
899060;XY-MBJ;12-03-2015;MAREP;473;08-03-2015;true;A;advanced condition failed
899078;XY-NMY;17-03-2015;MAREP;2622;13-03-2015;true;A;advanced condition failed
910042;XY-OZH;31-07-2016;MAREP;526;27-07-2016;true;A;advanced condition failed
910062;XY-OZH;23-09-2013;MAREP;5190;19-09-2013;true;A;advanced condition failed
910048;XY-OZH;28-08-2013;MAREP;3772;24-08-2013;true;A;advanced condition failed
910045;XY-OZH;02-12-2014;MAREP;1875;28-11-2014;true;A;advanced condition failed
687063;XY-OHF;12-01-2015;PIREP;3296;01-01-2015;true;B;advanced condition failed
918066;XY-OHF;07-08-2016;MAREP;853;27-07-2016;true;B;advanced condition failed
918059;XY-ZWJ;31-07-2015;MAREP;7709;20-07-2015;true;B;advanced condition failed
918046;XY-IWX;09-03-2015;MAREP;3201;26-02-2015;true;B;advanced condition failed
116002;XY-IWX;31-07-2016;PIREP;1035;27-07-2016;true;A;advanced condition failed
1770104;XY-NMY;02-02-2016;PIREP;5566;02-01-2016;true;C;advanced condition failed
40856;XY-OHF;29-08-2016;MAREP;4741;29-07-2016;true;C;advanced condition failed
959047;XY-IWX;29-06-2016;PIREP;7655;29-05-2016;true;C;advanced condition failed
1004031;XY-MBJ;06-03-2015;PIREP;7291;02-03-2015;true;A;advanced condition failed
694055;XY-MBJ;13-03-2015;PIREP;4885;09-03-2015;true;A;advanced condition failed
1003063;XY-ZWJ;09-03-2015;PIREP;7610;05-03-2015;true;A;advanced condition failed
48787;XY-OZH;27-06-2015;PIREP;3849;16-06-2015;true;B;advanced condition failed
895067;XY-ZWJ;05-03-2015;MAREP;1191;01-03-2015;true;A;advanced condition failed
895054;XY-ZWJ;31-07-2016;MAREP;7591;27-07-2016;true;A;advanced condition failed
907094;XY-MBJ;11-03-2015;MAREP;1704;07-03-2015;true;A;advanced condition failed
697086;XY-NMY;18-03-2015;PIREP;2647;14-03-2015;true;A;advanced condition failed
4520116;XY-ZWJ;13-01-2016;PIREP;9764;02-01-2016;true;B;advanced condition failed
47767;XY-MBJ;24-09-2010;MAREP;1078;20-09-2010;true;A;advanced condition failed
1002011;XY-NMY;05-01-2016;PIREP;140;01-01-2016;true;A;advanced condition failed
1002019;XY-NMY;03-01-2016;PIREP;6603;30-12-2015;true;A;advanced condition failed
1004098;XY-OFW;06-01-2016;PIREP;5199;02-01-2016;true;A;advanced condition failed
1005014;XY-OFW;02-01-2016;PIREP;5267;29-12-2015;true;A;advanced condition failed
700096;XY-ZWJ;07-03-2015;PIREP;9975;03-03-2015;true;A;advanced condition failed
788018;XY-NMY;25-03-2015;MAREP;9937;14-03-2015;true;B;advanced condition failed
697072;XY-IOO;16-03-2015;PIREP;4536;12-03-2015;true;A;advanced condition failed
4640101;XY-IWX;20-03-2015;PIREP;1075;09-03-2015;true;B;advanced condition failed
117104;XY-OZH;06-03-2011;PIREP;128;23-02-2011;true;B;advanced condition failed
1008095;XY-ZWJ;10-01-2016;PIREP;7195;30-12-2015;true;B;advanced condition failed
860063;XY-OHF;15-01-2016;MAREP;5814;04-01-2016;true;B;advanced condition failed
895076;XY-NMY;12-03-2015;MAREP;4449;08-03-2015;true;A;advanced condition failed
894078;XY-ZWJ;27-07-2015;MAREP;7747;23-07-2015;true;A;advanced condition failed
894084;XY-YTM;16-03-2015;MAREP;9075;12-03-2015;true;A;advanced condition failed
782054;XY-ZWJ;14-01-2016;MAREP;1431;03-01-2016;true;B;advanced condition failed
909063;XY-FBA;27-11-2016;MAREP;7244;23-11-2016;true;A;advanced condition failed
136010;XY-MBJ;24-09-2013;MAREP;1657;20-09-2013;true;A;advanced condition failed
910011;XY-MBJ;02-09-2010;MAREP;4339;29-08-2010;true;A;advanced condition failed
703052;XY-OFW;06-03-2015;PIREP;6518;02-03-2015;true;A;advanced condition failed
704041;XY-MBJ;16-06-2015;PIREP;8873;12-06-2015;true;A;advanced condition failed
17320;XY-ZDY;05-12-2016;PIREP;7532;24-11-2016;true;B;advanced condition failed
679034;XY-MBJ;29-01-2016;PIREP;7127;29-12-2015;true;C;advanced condition failed
695026;XY-YTM;05-01-2016;PIREP;2893;01-01-2016;true;A;advanced condition failed
704013;XY-LYP;31-07-2016;PIREP;725;27-07-2016;true;A;advanced condition failed
799087;XY-LYP;14-03-2015;MAREP;5216;03-03-2015;true;B;advanced condition failed
1002012;XY-NMY;05-03-2015;PIREP;3071;01-03-2015;true;A;advanced condition failed
709031;XY-MBJ;17-03-2015;PIREP;2341;13-03-2015;true;A;advanced condition failed
708019;XY-IWX;04-01-2016;PIREP;878;31-12-2015;true;A;advanced condition failed
1009072;XY-OHF;03-10-2013;PIREP;4997;22-09-2013;true;B;advanced condition failed
709057;XY-ZDY;20-03-2015;PIREP;9307;16-03-2015;true;A;advanced condition failed
708069;XY-ZDY;31-07-2016;PIREP;2386;27-07-2016;true;A;advanced condition failed
709071;XY-ZDY;15-06-2015;PIREP;4738;11-06-2015;true;A;advanced condition failed
711041;XY-NMY;29-02-2016;PIREP;2069;25-02-2016;true;A;advanced condition failed
711087;XY-MBJ;21-06-2015;PIREP;6318;17-06-2015;true;A;advanced condition failed
116107;XY-MBJ;08-03-2015;PIREP;597;04-03-2015;true;A;advanced condition failed
711011;XY-MBJ;17-03-2015;PIREP;8069;13-03-2015;true;A;advanced condition failed
710095;XY-ZDY;15-03-2015;PIREP;5784;11-03-2015;true;A;advanced condition failed
116106;XY-IWX;06-01-2016;PIREP;2971;02-01-2016;true;A;advanced condition failed
713022;XY-MBJ;06-01-2016;PIREP;2369;02-01-2016;true;A;advanced condition failed
585073;XY-NMY;23-03-2015;PIREP;9078;12-03-2015;true;B;advanced condition failed
713050;XY-OZH;20-10-2011;PIREP;7170;16-10-2011;true;A;advanced condition failed
712089;XY-OZH;01-02-2013;PIREP;9237;28-01-2013;true;A;advanced condition failed
713083;XY-MBJ;02-01-2016;PIREP;3921;29-12-2015;true;A;advanced condition failed
713092;XY-OZH;08-01-2016;PIREP;1410;04-01-2016;true;A;advanced condition failed
713046;XY-OZH;20-02-2012;PIREP;5372;16-02-2012;true;A;advanced condition failed
714023;XY-OZH;23-09-2013;PIREP;1517;19-09-2013;true;A;advanced condition failed
116502;XY-MBJ;14-07-2011;PIREP;2278;10-07-2011;true;A;advanced condition failed
715016;XY-OZH;04-12-2014;PIREP;380;30-11-2014;true;A;advanced condition failed
719098;XY-IWX;13-03-2015;PIREP;1912;02-03-2015;true;B;advanced condition failed
678067;XY-MBJ;30-11-2016;PIREP;9232;19-11-2016;true;B;advanced condition failed
14850;XY-ZDY;16-03-2015;PIREP;3202;05-03-2015;true;B;advanced condition failed
20245;XY-NMY;15-03-2015;PIREP;5173;04-03-2015;true;B;advanced condition failed
759044;XY-YTM;23-03-2015;MAREP;5980;12-03-2015;true;B;advanced condition failed
809091;XY-OFW;26-06-2016;MAREP;2862;26-05-2016;true;C;advanced condition failed
765097;XY-ZWJ;15-01-2016;MAREP;5359;04-01-2016;true;B;advanced condition failed
824080;XY-ZWJ;22-03-2015;MAREP;4054;11-03-2015;true;B;advanced condition failed
2537;XY-NHZ;23-11-2016;PIREP;823;19-11-2016;true;A;advanced condition failed
18248;XY-ZWJ;12-03-2015;PIREP;8213;08-03-2015;true;A;advanced condition failed
4930105;XY-IWX;10-03-2015;PIREP;44;27-02-2015;true;B;advanced condition failed
872098;XY-MBJ;09-12-2014;MAREP;4387;28-11-2014;true;B;advanced condition failed
786022;XY-ZWJ;30-11-2016;MAREP;7665;19-11-2016;true;B;advanced condition failed
891093;XY-YTM;02-01-2016;MAREP;9665;29-12-2015;true;A;advanced condition failed
793060;XY-MBJ;11-08-2016;MAREP;1454;31-07-2016;true;B;advanced condition failed
124307;XY-ZDY;29-01-2016;MAREP;4820;29-12-2015;true;C;advanced condition failed
1640101;XY-LYP;27-03-2015;PIREP;5853;16-03-2015;true;B;advanced condition failed
121605;XY-ZWJ;31-01-2016;MAREP;442;31-12-2015;true;C;advanced condition failed
126207;XY-OFW;30-09-2016;MAREP;2293;01-06-2016;true;D;advanced condition failed
128110;XY-MBJ;25-06-2015;MAREP;2445;14-06-2015;true;B;advanced condition failed
1001094;XY-YAZ;31-07-2016;PIREP;8366;27-07-2016;true;A;advanced condition failed
835084;XY-NMY;21-03-2015;MAREP;4953;10-03-2015;true;B;advanced condition failed
124106;XY-MBJ;30-01-2016;MAREP;3304;30-12-2015;true;C;advanced condition failed
906034;XY-IWX;08-03-2015;MAREP;492;04-03-2015;true;A;advanced condition failed
894064;XY-IOO;04-03-2015;MAREP;1398;28-02-2015;true;A;advanced condition failed
897046;XY-NHZ;10-03-2015;MAREP;7282;06-03-2015;true;A;advanced condition failed
896089;XY-IOO;03-08-2016;MAREP;3666;30-07-2016;true;A;advanced condition failed
897047;XY-ZWJ;31-05-2016;MAREP;9879;27-05-2016;true;A;advanced condition failed
897026;XY-NHZ;11-03-2015;MAREP;171;07-03-2015;true;A;advanced condition failed
911038;XY-MBJ;02-01-2016;MAREP;6680;29-12-2015;true;A;advanced condition failed
911039;XY-OZH;28-06-2014;MAREP;3628;24-06-2014;true;A;advanced condition failed
911028;XY-OZH;11-01-2015;MAREP;4854;07-01-2015;true;A;advanced condition failed
897020;XY-NMY;09-03-2015;MAREP;7338;05-03-2015;true;A;advanced condition failed
911072;XY-MBJ;29-11-2012;MAREP;5437;25-11-2012;true;A;advanced condition failed
12247;XY-ZWJ;21-03-2015;MAREP;8837;10-03-2015;true;B;advanced condition failed
918020;XY-OFW;19-03-2015;MAREP;6481;08-03-2015;true;B;advanced condition failed
915066;XY-ZWJ;14-03-2015;MAREP;199;03-03-2015;true;B;advanced condition failed
927018;XY-NMY;05-12-2016;PIREP;6812;24-11-2016;true;B;advanced condition failed
344100;XY-IWX;18-03-2015;PIREP;9648;07-03-2015;true;B;advanced condition failed
952062;XY-ZWJ;01-09-2016;PIREP;5787;01-08-2016;true;C;advanced condition failed
726;XY-ALV;21-03-2015;PIREP;9270;17-03-2015;true;A;advanced condition failed
950030;XY-OFW;07-08-2016;PIREP;4670;27-07-2016;true;B;advanced condition failed
950040;XY-OFW;10-01-2016;PIREP;955;30-12-2015;true;B;advanced condition failed
13181;XY-ZDY;21-03-2015;PIREP;7563;17-03-2015;true;A;advanced condition failed
18986;XY-ZWJ;07-03-2015;PIREP;8426;03-03-2015;true;A;advanced condition failed
952054;XY-OFW;11-08-2016;PIREP;9984;31-07-2016;true;B;advanced condition failed
10224;XY-LYP;06-03-2015;PIREP;998;02-03-2015;true;A;advanced condition failed
8068;XY-IOO;02-03-2015;MAREP;7262;26-02-2015;true;A;advanced condition failed
12813;XY-ZWJ;31-07-2016;MAREP;1437;27-07-2016;true;A;advanced condition failed
914040;XY-ZWJ;17-03-2015;MAREP;7133;06-03-2015;true;B;advanced condition failed
41889;XY-OHF;23-12-2016;MAREP;7284;22-11-2016;true;C;advanced condition failed
5708;XY-ZWJ;06-03-2015;PIREP;5385;02-03-2015;true;A;advanced condition failed
28411;XY-NMY;28-11-2016;MAREP;6763;24-11-2016;true;A;advanced condition failed
5140103;XY-ZDY;14-03-2015;PIREP;8963;03-03-2015;true;B;advanced condition failed
39382;XY-IWX;03-06-2016;MAREP;2674;30-05-2016;true;A;advanced condition failed
26393;XY-NMY;17-03-2015;MAREP;5792;13-03-2015;true;A;advanced condition failed
735064;XY-ALV;27-03-2015;MAREP;8300;16-03-2015;true;B;advanced condition failed
890094;XY-NMY;10-03-2015;MAREP;8324;06-03-2015;true;A;advanced condition failed
565061;XY-ZWJ;16-03-2015;PIREP;4476;12-03-2015;true;A;advanced condition failed
9929;XY-NMY;01-12-2016;PIREP;1997;20-11-2016;true;B;advanced condition failed
46432;XY-MBJ;26-06-2016;PIREP;7485;26-05-2016;true;C;advanced condition failed
891037;XY-ALV;05-08-2016;MAREP;2938;01-08-2016;true;A;advanced condition failed
5180103;XY-ZDY;23-03-2015;PIREP;2227;12-03-2015;true;B;advanced condition failed
901066;XY-ZWJ;04-03-2015;MAREP;9138;28-02-2015;true;A;advanced condition failed
908053;XY-NMY;01-06-2016;MAREP;4446;28-05-2016;true;A;advanced condition failed
116405;XY-OZH;06-05-2014;PIREP;6570;02-05-2014;true;A;advanced condition failed
714091;XY-MBJ;17-11-2011;PIREP;7381;13-11-2011;true;A;advanced condition failed
909020;XY-MBJ;02-03-2015;MAREP;5416;26-02-2015;true;A;advanced condition failed
712049;XY-FBA;06-01-2015;PIREP;6670;02-01-2015;true;A;advanced condition failed
