XY-MBJ;10-05-2011;10-05-2011;10-05-2011;10-05-2011;false;;090511-ACE-TFS-3674-XY-MBJ;TFS;ACE;advanced condition failed
XY-ZWJ;09-03-2011;09-03-2011;09-03-2011;09-03-2011;false;;080311-JMK-OVD-8535-XY-ZWJ;OVD;JMK;advanced condition failed
XY-ALV;27-10-2013;27-10-2013;27-10-2013;27-10-2013;false;;261013-ANR-DUS-2434-XY-ALV;DUS;ANR;advanced condition failed
XY-LYP;03-11-2010;03-11-2010;03-11-2010;03-11-2010;false;;021110-RMU-OTP-9373-XY-LYP;OTP;RMU;advanced condition failed
XY-IWX;02-04-2010;02-04-2010;02-04-2010;02-04-2010;false;;010410-DBV-BRU-2338-XY-IWX;BRU;DBV;advanced condition failed
XY-NHZ;06-05-2015;06-05-2015;06-05-2015;06-05-2015;false;;050515-SVX-VLC-4514-XY-NHZ;VLC;SVX;advanced condition failed
XY-YTM;11-06-2013;11-06-2013;11-06-2013;11-06-2013;false;;100613-BRU-OTP-1132-XY-YTM;OTP;BRU;advanced condition failed
XY-JXR;18-01-2010;18-01-2010;18-01-2010;18-01-2010;false;;170110-BGY-GLA-6736-XY-JXR;GLA;BGY;advanced condition failed
XY-NHZ;16-03-2012;16-03-2012;16-03-2012;16-03-2012;false;;150312-BEG-BOD-8548-XY-NHZ;BOD;BEG;advanced condition failed
XY-ZMF;01-02-2010;01-02-2010;01-02-2010;01-02-2010;false;;310110-MMX-NOC-2986-XY-ZMF;NOC;MMX;advanced condition failed
XY-PZC;11-07-2011;11-07-2011;11-07-2011;11-07-2011;false;;100711-DTM-WAW-1689-XY-PZC;WAW;DTM;advanced condition failed
XY-ZDY;05-02-2016;05-02-2016;05-02-2016;05-02-2016;false;;040216-CAG-NRN-2894-XY-ZDY;NRN;CAG;advanced condition failed
XY-LYP;13-09-2011;13-09-2011;13-09-2011;13-09-2011;false;;120911-BHX-ATH-2758-XY-LYP;ATH;BHX;advanced condition failed
XY-OZH;26-08-2013;26-08-2013;26-08-2013;26-08-2013;false;;250813-DTM-BGY-3757-XY-OZH;BGY;DTM;advanced condition failed
XY-ZDY;12-12-2013;12-12-2013;12-12-2013;12-12-2013;false;;111213-LEI-EIN-8266-XY-ZDY;EIN;LEI;advanced condition failed
XY-NMY;24-02-2010;24-02-2010;24-02-2010;24-02-2010;false;;230210-PDL-VIE-6881-XY-NMY;VIE;PDL;advanced condition failed
XY-LQZ;04-08-2014;04-08-2014;04-08-2014;04-08-2014;false;;030814-GDN-SVO-4114-XY-LQZ;SVO;GDN;advanced condition failed
XY-YTM;09-05-2013;09-05-2013;09-05-2013;09-05-2013;false;;080513-OUL-NCE-9425-XY-YTM;NCE;OUL;advanced condition failed
XY-YAZ;13-05-2015;13-05-2015;13-05-2015;13-05-2015;false;;120515-SEN-HAU-1194-XY-YAZ;HAU;SEN;advanced condition failed
XY-OHF;28-08-2015;28-08-2015;28-08-2015;28-08-2015;false;;270815-NRN-LCA-3449-XY-OHF;LCA;NRN;advanced condition failed
XY-OFW;05-08-2011;05-08-2011;05-08-2011;05-08-2011;false;;040811-FSC-FRA-7263-XY-OFW;FRA;FSC;advanced condition failed
XY-ALV;14-06-2014;14-06-2014;14-06-2014;14-06-2014;false;;130614-LWO-VKO-2562-XY-ALV;VKO;LWO;advanced condition failed
XY-LQZ;11-11-2014;11-11-2014;11-11-2014;11-11-2014;false;;101114-NYO-KEF-8634-XY-LQZ;KEF;NYO;advanced condition failed
XY-IWX;10-10-2015;10-10-2015;10-10-2015;10-10-2015;false;;091015-ODS-BUD-1455-XY-IWX;BUD;ODS;advanced condition failed
XY-MBJ;04-03-2016;04-03-2016;04-03-2016;04-03-2016;false;;030316-GVA-LGW-3393-XY-MBJ;LGW;GVA;advanced condition failed
XY-FBA;05-10-2015;05-10-2015;05-10-2015;05-10-2015;false;;041015-SKG-DME-5425-XY-FBA;DME;SKG;advanced condition failed
XY-OFW;12-12-2014;12-12-2014;12-12-2014;12-12-2014;false;;111214-TRF-OUL-5134-XY-OFW;OUL;TRF;advanced condition failed
XY-OFW;19-10-2010;19-10-2010;19-10-2010;19-10-2010;false;;181010-KUN-BRU-9991-XY-OFW;BRU;KUN;advanced condition failed
XY-ALV;23-07-2012;23-07-2012;23-07-2012;23-07-2012;false;;220712-MST-ORK-1858-XY-ALV;ORK;MST;advanced condition failed
XY-JXR;17-08-2013;17-08-2013;17-08-2013;17-08-2013;false;;160813-CAG-PUY-2945-XY-JXR;PUY;CAG;advanced condition failed
XY-JXR;27-09-2011;27-09-2011;27-09-2011;27-09-2011;false;;260911-MPL-EDI-9626-XY-JXR;EDI;MPL;advanced condition failed
XY-NMY;01-09-2015;01-09-2015;01-09-2015;01-09-2015;false;;310815-SXF-DME-8568-XY-NMY;DME;SXF;advanced condition failed
XY-ZDY;28-04-2014;28-04-2014;28-04-2014;28-04-2014;false;;270414-TZL-BFS-3711-XY-ZDY;BFS;TZL;advanced condition failed
XY-NHZ;08-02-2011;08-02-2011;08-02-2011;08-02-2011;false;;070211-OSL-OVB-1249-XY-NHZ;OVB;OSL;advanced condition failed
XY-FBA;14-05-2016;14-05-2016;14-05-2016;14-05-2016;false;;130516-DEB-KIV-3854-XY-FBA;KIV;DEB;advanced condition failed
XY-OHF;13-09-2013;13-09-2013;13-09-2013;13-09-2013;false;;120913-HER-BLL-8387-XY-OHF;BLL;HER;advanced condition failed
XY-NHZ;07-03-2010;07-03-2010;07-03-2010;07-03-2010;false;;060310-IST-SPC-7124-XY-NHZ;SPC;IST;advanced condition failed
XY-FBA;11-07-2010;11-07-2010;11-07-2010;11-07-2010;false;;100710-LGG-KSC-7172-XY-FBA;KSC;LGG;advanced condition failed
XY-IWX;25-07-2012;25-07-2012;25-07-2012;25-07-2012;false;;240712-LBA-TSF-3817-XY-IWX;TSF;LBA;advanced condition failed
XY-LQZ;25-05-2011;25-05-2011;25-05-2011;25-05-2011;false;;240511-ZAD-BRI-5586-XY-LQZ;BRI;ZAD;advanced condition failed
XY-ZDY;11-09-2015;11-09-2015;11-09-2015;11-09-2015;false;;100915-FUE-IAS-5779-XY-ZDY;IAS;FUE;advanced condition failed
XY-ZWJ;12-11-2016;12-11-2016;12-11-2016;12-11-2016;false;;111116-ODS-MAD-9189-XY-ZWJ;MAD;ODS;advanced condition failed
XY-OZH;15-10-2011;15-10-2011;15-10-2011;15-10-2011;false;;141011-BCN-BOD-2619-XY-OZH;BOD;BCN;advanced condition failed
XY-CMJ;22-08-2011;22-08-2011;22-08-2011;22-08-2011;false;;210811-AER-SVQ-4313-XY-CMJ;SVQ;AER;advanced condition failed
XY-OHF;17-09-2014;17-09-2014;17-09-2014;17-09-2014;false;;160914-HHN-DSA-4947-XY-OHF;DSA;HHN;advanced condition failed
XY-OZH;04-05-2013;04-05-2013;04-05-2013;04-05-2013;false;;030513-NCE-PIK-5366-XY-OZH;PIK;NCE;advanced condition failed
XY-FBA;07-05-2014;07-05-2014;07-05-2014;07-05-2014;false;;060514-RMU-CIY-9278-XY-FBA;CIY;RMU;advanced condition failed
XY-LYP;28-03-2016;28-03-2016;28-03-2016;28-03-2016;false;;270316-FMO-DBV-1162-XY-LYP;DBV;FMO;advanced condition failed
XY-OHF;14-07-2015;14-07-2015;14-07-2015;14-07-2015;false;;130715-KRS-PUY-2318-XY-OHF;PUY;KRS;advanced condition failed
XY-OHF;13-10-2012;13-10-2012;13-10-2012;13-10-2012;false;;121012-GLA-BCN-5988-XY-OHF;BCN;GLA;advanced condition failed
XY-NMY;14-11-2011;14-11-2011;14-11-2011;14-11-2011;false;;131111-PRN-IBZ-1387-XY-NMY;IBZ;PRN;advanced condition failed
XY-LQZ;06-07-2013;06-07-2013;06-07-2013;06-07-2013;false;;050713-AHO-WAW-2236-XY-LQZ;WAW;AHO;advanced condition failed
XY-ZDY;26-07-2013;26-07-2013;26-07-2013;26-07-2013;false;;250713-WMI-MST-7774-XY-ZDY;MST;WMI;advanced condition failed
XY-NMY;30-08-2012;30-08-2012;30-08-2012;30-08-2012;false;;290812-KGS-TFS-8189-XY-NMY;TFS;KGS;advanced condition failed
XY-PZC;13-03-2010;13-03-2010;13-03-2010;13-03-2010;false;;120310-BOO-OVD-8614-XY-PZC;OVD;BOO;advanced condition failed
XY-ZDY;28-05-2011;28-05-2011;28-05-2011;28-05-2011;false;;270511-CDG-TSE-9672-XY-ZDY;TSE;CDG;advanced condition failed
XY-IWX;28-07-2011;28-07-2011;28-07-2011;28-07-2011;false;;270711-INN-PMI-5145-XY-IWX;PMI;INN;advanced condition failed
XY-JXR;11-08-2011;11-08-2011;11-08-2011;11-08-2011;false;;100811-PAD-ACE-2699-XY-JXR;ACE;PAD;advanced condition failed
XY-YTM;31-10-2010;31-10-2010;31-10-2010;31-10-2010;false;;301010-BGO-KIR-5124-XY-YTM;KIR;BGO;advanced condition failed
XY-IOO;08-10-2012;08-10-2012;08-10-2012;08-10-2012;false;;071012-TIA-HER-6495-XY-IOO;HER;TIA;advanced condition failed
XY-ZWJ;09-09-2011;09-09-2011;09-09-2011;09-09-2011;false;;080911-GRO-SJJ-3638-XY-ZWJ;SJJ;GRO;advanced condition failed
XY-LYP;21-05-2011;21-05-2011;21-05-2011;21-05-2011;false;;200511-TGD-TBS-6491-XY-LYP;TBS;TGD;advanced condition failed
XY-CMJ;02-06-2016;02-06-2016;02-06-2016;02-06-2016;false;;010616-RVN-SVO-4678-XY-CMJ;SVO;RVN;advanced condition failed
XY-FBA;11-09-2016;11-09-2016;11-09-2016;11-09-2016;false;;100916-KIR-TXL-2914-XY-FBA;TXL;KIR;advanced condition failed
XY-NHZ;10-09-2012;10-09-2012;10-09-2012;10-09-2012;false;;090912-OST-EVN-2692-XY-NHZ;EVN;OST;advanced condition failed
XY-ZDY;19-10-2016;19-10-2016;19-10-2016;19-10-2016;false;;181016-PRN-LBA-8227-XY-ZDY;LBA;PRN;advanced condition failed
XY-ZMF;05-09-2011;05-09-2011;05-09-2011;05-09-2011;false;;040911-SKP-BDS-2728-XY-ZMF;BDS;SKP;advanced condition failed
XY-PZC;26-09-2014;26-09-2014;26-09-2014;26-09-2014;false;;250914-VLC-OPO-1492-XY-PZC;OPO;VLC;advanced condition failed
XY-ZDY;09-07-2011;09-07-2011;09-07-2011;09-07-2011;false;;080711-GOA-TIV-6323-XY-ZDY;TIV;GOA;advanced condition failed
XY-IOO;05-04-2013;05-04-2013;05-04-2013;05-04-2013;false;;040413-AAL-BOD-9869-XY-IOO;BOD;AAL;advanced condition failed
XY-OHF;25-08-2010;25-08-2010;25-08-2010;25-08-2010;false;;240810-SVX-FCO-4418-XY-OHF;FCO;SVX;advanced condition failed
XY-NMY;24-08-2016;24-08-2016;24-08-2016;24-08-2016;false;;230816-FAE-MLA-4788-XY-NMY;MLA;FAE;advanced condition failed
XY-IWX;25-04-2014;25-04-2014;25-04-2014;25-04-2014;false;;240414-SVX-EIN-9923-XY-IWX;EIN;SVX;advanced condition failed
XY-YAZ;26-05-2013;26-05-2013;26-05-2013;26-05-2013;false;;250513-HAU-TFN-9642-XY-YAZ;TFN;HAU;advanced condition failed
XY-OZH;16-01-2011;16-01-2011;16-01-2011;16-01-2011;false;;150111-PEG-DSA-6528-XY-OZH;DSA;PEG;advanced condition failed
XY-LYP;17-04-2010;17-04-2010;17-04-2010;17-04-2010;false;;160410-GLA-AHO-2535-XY-LYP;AHO;GLA;advanced condition failed
XY-FBA;04-08-2016;04-08-2016;04-08-2016;04-08-2016;false;;030816-SEN-AHO-6994-XY-FBA;AHO;SEN;advanced condition failed
XY-JXR;27-08-2011;27-08-2011;27-08-2011;27-08-2011;false;;260811-VKO-STN-3625-XY-JXR;STN;VKO;advanced condition failed
XY-YTM;26-11-2014;26-11-2014;26-11-2014;26-11-2014;false;;251114-OUL-CRL-1757-XY-YTM;CRL;OUL;advanced condition failed
XY-YTM;26-01-2011;26-01-2011;26-01-2011;26-01-2011;false;;250111-HER-WAW-8482-XY-YTM;WAW;HER;advanced condition failed
XY-NMY;08-05-2015;08-05-2015;08-05-2015;08-05-2015;false;;070515-TSR-AAR-6873-XY-NMY;AAR;TSR;advanced condition failed
XY-CMJ;18-08-2012;18-08-2012;18-08-2012;18-08-2012;false;;170812-DEB-GRQ-4292-XY-CMJ;GRQ;DEB;advanced condition failed
XY-LYP;18-10-2014;18-10-2014;18-10-2014;18-10-2014;false;;171014-PAD-NTE-7687-XY-LYP;NTE;PAD;advanced condition failed
XY-ALV;24-10-2016;24-10-2016;24-10-2016;24-10-2016;false;;231016-KIV-TRD-4214-XY-ALV;TRD;KIV;advanced condition failed
XY-OFW;19-04-2014;19-04-2014;19-04-2014;19-04-2014;false;;180414-OLB-NRN-2118-XY-OFW;NRN;OLB;advanced condition failed
XY-IWX;04-04-2013;04-04-2013;04-04-2013;04-04-2013;false;;030413-SZG-RNS-8784-XY-IWX;RNS;SZG;advanced condition failed
XY-PZC;03-04-2011;03-04-2011;03-04-2011;03-04-2011;false;;020411-BSL-KUN-5264-XY-PZC;KUN;BSL;advanced condition failed
XY-ZMF;08-05-2015;08-05-2015;08-05-2015;08-05-2015;false;;070515-NUE-NCE-8259-XY-ZMF;NCE;NUE;advanced condition failed
XY-ZMF;20-08-2010;20-08-2010;20-08-2010;20-08-2010;false;;190810-PMI-FCO-6784-XY-ZMF;FCO;PMI;advanced condition failed
XY-OFW;18-02-2011;18-02-2011;18-02-2011;18-02-2011;false;;170211-AOI-GRO-9278-XY-OFW;GRO;AOI;advanced condition failed
XY-ALV;12-12-2013;12-12-2013;12-12-2013;12-12-2013;false;;111213-RUN-MST-8733-XY-ALV;MST;RUN;advanced condition failed
XY-CMJ;23-08-2014;23-08-2014;23-08-2014;23-08-2014;false;;220814-ATH-OVD-3934-XY-CMJ;OVD;ATH;advanced condition failed
XY-CMJ;24-05-2012;24-05-2012;24-05-2012;24-05-2012;false;;230512-KRK-TOS-5625-XY-CMJ;TOS;KRK;advanced condition failed
XY-OZH;10-05-2014;10-05-2014;10-05-2014;10-05-2014;false;;090514-VCE-LUG-5947-XY-OZH;LUG;VCE;advanced condition failed
